NOME-COMPLETO,NOME-PARA-CITACAO,ORDEM-DE-INTEGRACAO,FLAG-RESPONSAVEL,NRO-ID-CNPQ,EQUIPE-DO-PROJETO_Id
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","1","SIM","4643608666899616",7
"Ricardo da Silva Torres","TORRES, Ricardo da Silva","2","NAO","3790201696145434",7
"Eliane Martins","MARTINS, Eliane","3","NAO","7628786577802962",7
"Alexandre Xavier Falcao","FALCAO, Alexandre Xavier","4","NAO","",7
"Thomas Michael Lewinsohn","LEWINSOHN, Thomas Michael","5","NAO","1295138272121222",7
"André Santanchè","SANTANCHÈ, André","6","NAO","5121623021406209",7
"Cecilia Mary Fischer Rubira","RUBIRA, C. M. F.","7","NAO","",7
"Roberto Marcondes Cesar Jr","CESAR, R. M.","8","NAO","",7
"Rodolfo Jardim de Azevedo","AZEVEDO, R. J.","9","NAO","",7
"Antonia Cecilia Zacagnini Amaral","AMARAL, A. C. Z.","10","NAO","",7
"André Victor Lucci Freitas","FREITAS, A. V. L.","11","NAO","",7
"Paulo Inácio de Knegt López do Prado","PRADO, P. I. K. L.","12","NAO","",7
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","1","SIM","4643608666899616",8
"André Santanchè","SANTANCHÈ, André","2","NAO","5121623021406209",8
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","1","SIM","4643608666899616",9
"Gilberto Camara","CAMARA, G.","2","NAO","0333390666972274",9
"Marco Antonio Casanova","CASANOVA, M. A.","3","NAO","0400232298849115",9
"Juliano Lopes de Oliveira","OLIVEIRA, J. L.","4","NAO","8890030829542444",9
"Ana Carolina Salgado","SALGADO, A. C.","5","NAO","",9
"Marcelo Gattass","GATTASS, M.","6","NAO","",9
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","1","NAO","4643608666899616",10
"Marco Antonio Casanova","CASANOVA, M. A.","2","NAO","0400232298849115",10
"Carlos Jose Pereira de Lucena","Lucena, Carlos Jose Pereira","3","NAO","",10
"Maculan","Maculan, Nelson","4","SIM","",10
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","1","SIM","4643608666899616",11
"Gilberto Zonta Pastorello Jr","PASTORELLO JR, Gilberto Zonta","2","NAO","1941848965066045",11
"Eliane Martins","MARTINS, Eliane","3","NAO","7628786577802962",11
"André Santanchè","SANTANCHÈ, André","4","NAO","5121623021406209",11
"Carla Geovana do Nascimento Macario","MACARIO, C. G. N.","5","NAO","6366851588892304",11
"Cecilia Mary Fischer Rubira","RUBIRA, C. M. F.","6","NAO","",11
"Rodolfo Jardim de Azevedo","AZEVEDO, R. J.","7","NAO","",11
"Antonia Cecilia Zacagnini Amaral","AMARAL, A. C. Z.","8","NAO","",11
"Luis Felipe de Toledo","TOLEDO, L. F.","9","NAO","7548286300603675",11
"Michela Borges","BORGES, M.","10","NAO","",11
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","1","SIM","4643608666899616",12
"Jansle Vieira Rocha","ROCHA, Jansle Vieira","2","NAO","2810994603993810",12
"André Santanchè","SANTANCHÈ, André","3","NAO","5121623021406209",12
"Rodolfo Jardim de Azevedo","AZEVEDO, R. J.","4","NAO","",12
"Luis Felipe de Toledo","TOLEDO, L. F.","5","NAO","7548286300603675",12
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","1","NAO","4643608666899616",13
"Rodolfo Jardim de Azevedo","AZEVEDO, R. J.","2","NAO","",13
"Munir Skaf","SKAF, M.","3","SIM","",13
"Guido Costa Souza de Araujo","ARAUJO, G. C. S.","4","NAO","",13
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","1","SIM","4643608666899616",14
"Genevieve Jomier","JOMIER, Genevieve","2","NAO","",14
"Ricardo da Silva Torres","TORRES, Ricardo da Silva","3","NAO","3790201696145434",14
"Maude Manouvrier","MANOUVRIER, Maude","4","NAO","",14
"André Santanchè","SANTANCHÈ, André","5","NAO","5121623021406209",14
"Roberto Marcondes Cesar Jr","CESAR, R. M.","6","NAO","",14
"Helio Pedrini","PEDRINI, H.","7","NAO","",14
"Roberto Hirata","HIRATA, R.","8","NAO","",14
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","1","NAO","4643608666899616",15
"Alexandre Xavier Falcao","FALCAO, Alexandre Xavier","2","NAO","",15
"Roberto Marcondes Cesar Jr","CESAR, R. M.","3","SIM","",15
"Luciano Fontoura Costa","COSTA, L. F.","4","NAO","",15
"Carlos Alberto Moreira Filho","MOREIRA-FILHO, C. A (Carlos Alberto Moreira Filho)","5","NAO","",15
