NOME-COMPLETO,NOME-PARA-CITACAO,ORDEM-DE-INTEGRACAO,FLAG-RESPONSAVEL,NRO-ID-CNPQ,EQUIPE-DO-PROJETO_Id
"Leandro Lima","LIMA, Leandro","11","NAO","",2
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","SIM","3674511692669753",3
"Allan Alves Montanari","MONTANARI, Allan Alves","2","NAO","",3
"Gilmário Barbosa dos Santos","Santos, G. B.","3","NAO","2957755655265658",3
"Jonas Lemos Talaisys","Talaisys, J. L.","4","NAO","",3
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","SIM","3674511692669753",4
"Michel Gonçalves Pinheiro","PINHEIRO, Michel Gonçalves","2","NAO","",4
"Marcos de Araujo Paz","PAZ, Marcos de Araujo","3","NAO","3537147442008055",4
"João Bosco Gertrudes","GERTRUDES, João Bosco","4","NAO","2755740550497444",4
"Milton Elvis Zevallos Alcahuaman","ALCAHUAMAN, Milton Elvis Zevallos","5","NAO","3226659654605788",4
"Patrícia Mestas Valero","VALERO, Patrícia Mestas","6","NAO","5092857787801476",4
"Gabriel Dos Santos Andrade","ANDRADE, Gabriel dos Santos","7","NAO","",4
"Evandro José Theodoro","THEODORO, Evandro José","8","NAO","",4
"Alexander Vladimir Elguera","ELGUERA, Alexander Vladimir","9","NAO","",4
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","SIM","3674511692669753",5
"João Bosco Gertrudes","GERTRUDES, João Bosco","2","NAO","2755740550497444",5
"Milton Elvis Zevallos Alcahuaman","ALCAHUAMAN, Milton Elvis Zevallos","3","NAO","3226659654605788",5
"Allan Alves Montanari","MONTANARI, Allan Alves","4","NAO","",5
"Patrícia Mestas Valero","VALERO, Patrícia Mestas","5","NAO","5092857787801476",5
"Alexander Vladimir Elguera","ELGUERA, Alexander Vladimir","6","NAO","",5
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","SIM","3674511692669753",6
"João Bosco Gertrudes","GERTRUDES, João Bosco","2","NAO","2755740550497444",6
"Milton Elvis Zevallos Alcahuaman","ALCAHUAMAN, Milton Elvis Zevallos","3","NAO","3226659654605788",6
"Allan Alves Montanari","MONTANARI, Allan Alves","4","NAO","",6
"Patrícia Mestas Valero","VALERO, Patrícia Mestas","5","NAO","5092857787801476",6
"Alexander Vladimir Elguera","ELGUERA, Alexander Vladimir","6","NAO","",6
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","SIM","3674511692669753",7
"Carlos Medeiros Portela","PORTELA, Carlos Medeiros","2","NAO","3563809681641435",7
"Marcos de Araujo Paz","PAZ, Marcos de Araujo","3","NAO","3537147442008055",7
"João Bosco Gertrudes","GERTRUDES, João Bosco","4","NAO","2755740550497444",7
"Milton Elvis Zevallos Alcahuaman","ALCAHUAMAN, Milton Elvis Zevallos","5","NAO","3226659654605788",7
"Allan Alves Montanari","MONTANARI, Allan Alves","6","NAO","",7
"Patrícia Mestas Valero","VALERO, Patrícia Mestas","7","NAO","5092857787801476",7
"Alexander Vladimir Elguera","ELGUERA, Alexander Vladimir","8","NAO","",7
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","SIM","3674511692669753",8
"João Bosco Gertrudes","GERTRUDES, João Bosco","2","NAO","2755740550497444",8
"Milton Elvis Zevallos Alcahuaman","ALCAHUAMAN, Milton Elvis Zevallos","3","NAO","3226659654605788",8
"Ricardo Torquato Borges","Borges, R. T.","4","NAO","3673940631540319",8
"ELSON COSTA GOMES","Gomes, E.","5","NAO","5542263961476284",8
"Mestas, Patricia","Mestas, Patricia","6","NAO","5092857787801476",8
"Jonas Lemos Talaisys","Talaisys, J. L.","7","NAO","",8
"Renan Maciel","Maciel, R.","8","NAO","",8
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","SIM","3674511692669753",9
"João Bosco Gertrudes","GERTRUDES, João Bosco","2","NAO","2755740550497444",9
"Fernando Augusto Moreira","Moreira, Fernando Augusto","3","NAO","8068628216980918",9
"Renzo Fabian","Fabian, R.","4","NAO","",9
"Marcelo Maia","MAIA, M.","5","NAO","",9
"Eden Carvalho Jr","CARVALHO JR, E.","6","NAO","",9
"Carlos A. Floriano","FLORIANO, C. A.","7","NAO","",9
"Aniela M. Mendes","MENDES, A. M.","8","NAO","6803772676219451",9
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","SIM","3674511692669753",10
"João Bosco Gertrudes","GERTRUDES, João Bosco","2","NAO","2755740550497444",10
"Zevallos, Milton E.","Zevallos, Milton E.","3","NAO","",10
"Ricardo Torquato Borges","Borges, R. T.","4","NAO","3673940631540319",10
"Jonas Lemos Talaysis","Talaysis, J. L.","5","NAO","",10
"ELSON COSTA GOMES","Gomes, E.","6","NAO","5542263961476284",10
"Mestas, Patricia","Mestas, Patricia","7","NAO","5092857787801476",10
"Renan Maciel","Maciel, R.","8","NAO","",10
"Renzo Fabian","Fabian, R.","9","NAO","",10
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","SIM","3674511692669753",11
"João Bosco Gertrudes","GERTRUDES, João Bosco","2","NAO","2755740550497444",11
"Zevallos, Milton E.","Zevallos, Milton E.","3","NAO","",11
"Jonas Lemos Talaysis","Talaysis, J. L.","4","NAO","",11
"ELSON COSTA GOMES","Gomes, E.","5","NAO","5542263961476284",11
"Mestas, Patricia","Mestas, Patricia","6","NAO","5092857787801476",11
"Renan Maciel","Maciel, R.","7","NAO","",11
"Renzo Fabian","Fabian, R.","8","NAO","",11
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","SIM","3674511692669753",12
"Marcos de Araujo Paz","PAZ, Marcos de Araujo","2","NAO","3537147442008055",12
"João Bosco Gertrudes","GERTRUDES, João Bosco","3","NAO","2755740550497444",12
"Fernando Augusto Moreira","Moreira, Fernando Augusto","4","NAO","8068628216980918",12
"ELSON COSTA GOMES","Gomes, E.","5","NAO","5542263961476284",12
"Renzo Fabian","Fabian, R.","6","NAO","",12
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","SIM","3674511692669753",13
"Carlos Medeiros Portela","PORTELA, Carlos Medeiros","2","NAO","3563809681641435",13
"Allan Alves Montanari","MONTANARI, Allan Alves","3","NAO","",13
"Jonas Lemos Talaysis","Talaysis, J. L.","4","NAO","",13
"Athos Póvoa Garcia","GARCIA, A. P.","5","NAO","6120789183928060",13
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","SIM","3674511692669753",14
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","SIM","3674511692669753",15
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","SIM","3674511692669753",16
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","SIM","3674511692669753",17
"Marcos de Araujo Paz","PAZ, Marcos de Araujo","2","NAO","3537147442008055",17
"João Bosco Gertrudes","GERTRUDES, João Bosco","3","NAO","2755740550497444",17
"Milton Elvis Zevallos Alcahuaman","ALCAHUAMAN, Milton Elvis Zevallos","4","NAO","3226659654605788",17
"PATRICIA MESTAS VALERO","VALERO, P. M.","5","NAO","5092857787801476",17
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","SIM","3674511692669753",18
"Carlos Medeiros Portela","PORTELA, Carlos Medeiros","2","NAO","3563809681641435",18
"Marcos de Araujo Paz","PAZ, Marcos de Araujo","3","NAO","3537147442008055",18
"João Bosco Gertrudes","GERTRUDES, João Bosco","4","NAO","2755740550497444",18
"Milton Elvis Zevallos Alcahuaman","ALCAHUAMAN, Milton Elvis Zevallos","5","NAO","3226659654605788",18
"PATRICIA MESTAS VALERO","VALERO, P. M.","6","NAO","5092857787801476",18
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","SIM","3674511692669753",19
"João Bosco Gertrudes","GERTRUDES, João Bosco","2","NAO","2755740550497444",19
"ELSON COSTA GOMES","Gomes, E.","3","NAO","5542263961476284",19
"Mestas, Patricia","Mestas, Patricia","4","NAO","5092857787801476",19
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","SIM","3674511692669753",20
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","SIM","3674511692669753",21
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","SIM","3674511692669753",22
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","SIM","3674511692669753",23
"José Pissolato Filho","PISSOLATO FILHO, José","2","NAO","7870647855005820",23
"Michel Gonçalves Pinheiro","PINHEIRO, Michel Gonçalves","3","NAO","",23
"Carlos Medeiros Portela","PORTELA, Carlos Medeiros","4","NAO","3563809681641435",23
"Marcos de Araujo Paz","PAZ, Marcos de Araujo","5","NAO","3537147442008055",23
"Milton Elvis Zevallos Alcahuaman","ALCAHUAMAN, Milton Elvis Zevallos","6","NAO","3226659654605788",23
"Allan Alves Montanari","MONTANARI, Allan Alves","7","NAO","",23
"Patrícia Mestas Valero","VALERO, Patrícia Mestas","8","NAO","5092857787801476",23
"Evandro José Theodoro","THEODORO, Evandro José","9","NAO","",23
"Alexander Vladimir Elguera","ELGUERA, Alexander Vladimir","10","NAO","",23
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","SIM","3674511692669753",24
"José Pissolato Filho","PISSOLATO FILHO, José","2","NAO","7870647855005820",24
"Afonso José do Prado","PRADO, Afonso José Do","3","NAO","7870647855005820",24
"Sergio Kurokawa","KUROKAWA, Sergio","4","NAO","4830845230549223",24
"Carlos Medeiros Portela","PORTELA, Carlos Medeiros","5","NAO","3563809681641435",24
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","SIM","3674511692669753",25
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","SIM","3674511692669753",26
"José Pissolato Filho","PISSOLATO FILHO, José","2","NAO","7870647855005820",26
"Afonso José do Prado","PRADO, Afonso José Do","3","NAO","7870647855005820",26
"Sergio Kurokawa","KUROKAWA, Sergio","4","NAO","4830845230549223",26
"Michel Gonçalves Pinheiro","PINHEIRO, Michel Gonçalves","5","NAO","",26
"Carlos Medeiros Portela","PORTELA, Carlos Medeiros","6","NAO","3563809681641435",26
"Marcos de Araujo Paz","PAZ, Marcos de Araujo","7","NAO","3537147442008055",26
"Paulo Araujo Prado","PRADO, P. A.","8","NAO","",26
"Clayton Rodrigues Cintra","CINTRA, Clayton Rodrigues","9","NAO","",26
"João Bosco Gertrudes","GERTRUDES, João Bosco","10","NAO","2755740550497444",26
"Leandro Lima","LIMA, Leandro","11","NAO","",26
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","SIM","3674511692669753",27
"José Pissolato Filho","PISSOLATO FILHO, José","2","NAO","7870647855005820",27
"Afonso José do Prado","PRADO, Afonso José Do","3","NAO","7870647855005820",27
"Sergio Kurokawa","KUROKAWA, Sergio","4","NAO","4830845230549223",27
"Michel Gonçalves Pinheiro","PINHEIRO, Michel Gonçalves","5","NAO","",27
"Carlos Medeiros Portela","PORTELA, Carlos Medeiros","6","NAO","3563809681641435",27
"Paulo Araujo Prado","PRADO, P. A.","7","NAO","",27
"Clayton Rodrigues Cintra","CINTRA, Clayton Rodrigues","8","NAO","",27
"João Bosco Gertrudes","GERTRUDES, João Bosco","9","NAO","2755740550497444",27
"Leandro Lima","LIMA, Leandro","10","NAO","",27
